Accession,genome_count_A,genome_count_B,absent_count_A,absent_count_B,total_genomes_A,total_genomes_B,freq_A,freq_B,odds_ratio_A_vs_B,p_value,freq_difference_A_minus_B,absolute_freq_difference,freq_ratio,fdr_bh,significant_fdr,enriched_clade
VFG014330(gb|NP_249786),3344,417,5396,2422,8740,2839,0.3826086956521739,0.14688270517787955,3.5992029601450937,2.0627544868849076e-132,0.23572599047429438,0.23572599047429438,2.6048587217182773,5.633284277278546e-131,TRUE,Clade_A
VFG019726(gb|WP_003122079),2165,168,6575,2671,8740,2839,0.2477116704805492,0.059175766114829165,5.234540830079814,1.2049932011938321e-126,0.18853590436572004,0.18853590436572004,4.1860323362754714,3.252064004163119e-125,TRUE,Clade_A
VFG016108(gb|WP_011061774),8156,2175,584,664,8740,2839,0.9331807780320366,0.766114829165199,4.2628931254695255,3.632002927323717e-119,0.16706594886683757,0.16706594886683757,1.218069070727794,9.467971267364326e-118,TRUE,Clade_A
VFG016067(gb|WP_011062464),5253,1020,3487,1819,8740,2839,0.6010297482837529,0.3592814371257485,2.686272714829603,5.428603269283781e-112,0.24174831115800438,0.24174831115800438,1.6728661327231122,1.3836906555263324e-110,TRUE,Clade_A
VFG014134(gb|WP_003150897),980,10,7760,2829,8740,2839,0.11212814645308924,0.003522367030644593,35.7226728823221,9.291907353357905e-109,0.10860577942244465,0.10860577942244465,31.833180778032037,2.3423775240223116e-107,TRUE,Clade_A
VFG000138(gb|NP_251844),1368,63,7372,2776,8740,2839,0.1565217391304348,0.022190912293060937,8.176289771712575,1.6109091421168258e-104,0.13433082683737385,0.13433082683737385,7.053416149068323,4.0167669261043463e-103,TRUE,Clade_A
VFG014101(gb|NP_251847),1366,63,7374,2776,8740,2839,0.1562929061784897,0.022190912293060937,8.162122514601268,2.680901156015256e-104,0.13410199388542876,0.13410199388542876,7.04310413715448,6.4736707914726295e-103,TRUE,Clade_A
VFG014103(gb|NP_251845),1366,63,7374,2776,8740,2839,0.1562929061784897,0.022190912293060937,8.162122514601268,2.680901156015256e-104,0.13410199388542876,0.13410199388542876,7.04310413715448,6.4736707914726295e-103,TRUE,Clade_A
VFG014105(gb|NP_251843),1366,63,7374,2776,8740,2839,0.1562929061784897,0.022190912293060937,8.162122514601268,2.680901156015256e-104,0.13410199388542876,0.13410199388542876,7.04310413715448,6.4736707914726295e-103,TRUE,Clade_A
VFG014109(gb|NP_251839),1365,63,7375,2776,8740,2839,0.15617848970251716,0.022190912293060937,8.15504176749572,4.268641127688049e-104,0.13398757740945622,0.13398757740945622,7.037948131197559,1.0095116233934417e-102,TRUE,Clade_A
VFG014110(gb|NP_251838),1365,63,7375,2776,8740,2839,0.15617848970251716,0.022190912293060937,8.15504176749572,4.268641127688049e-104,0.13398757740945622,0.13398757740945622,7.037948131197559,1.0095116233934417e-102,TRUE,Clade_A
VFG014108(gb|NP_251840),1364,63,7376,2776,8740,2839,0.15606407322654461,0.022190912293060937,8.147962940314926,7.345048670287905e-104,0.13387316093348367,0.13387316093348367,7.032792125240637,1.7193409846571892e-102,TRUE,Clade_A
VFG014133(gb|WP_012075037),941,10,7799,2829,8740,2839,0.10766590389016019,0.003522367030644593,34.12955845655138,8.802884675432236e-104,0.10414353685951559,0.10414353685951559,30.56635011441648,2.039779539943591e-102,TRUE,Clade_A
VFG000137(gb|NP_251850),1368,64,7372,2775,8740,2839,0.1565217391304348,0.022543148996125396,8.045656225331012,9.64250888400353e-104,0.1339785901343094,0.1339785901343094,6.943206521739131,2.21199153799041e-102,TRUE,Clade_A
VFG014111(gb|NP_251837),1367,64,7373,2775,8740,2839,0.15640732265446225,0.022543148996125396,8.03868482981484,1.5441473433875615e-103,0.13386417365833686,0.13386417365833686,6.938131078375286,3.507201985872343e-102,TRUE,Clade_A
VFG014113(gb|NP_251835),1366,64,7374,2775,8740,2839,0.1562929061784897,0.022543148996125396,8.031715325092929,1.6064250591061108e-103,0.13374975718236431,0.13374975718236431,6.933055635011442,3.612881456460213e-102,TRUE,Clade_A
VFG014099(gb|NP_251849),1365,64,7375,2775,8740,2839,0.15617848970251716,0.022543148996125396,8.024747710395886,2.5274595887889594e-103,0.13363534070639177,0.13363534070639177,6.927980191647597,5.629118734642595e-102,TRUE,Clade_A
VFG014112(gb|NP_251836),1277,52,7463,2787,8740,2839,0.14610983981693365,0.018316308559351884,9.170191381904171,1.8003167762687527e-102,0.12779353125758178,0.12779353125758178,7.977035293082205,3.971083350731268e-101,TRUE,Clade_A
VFG014100(gb|NP_251848),1276,52,7464,2787,8740,2839,0.1459954233409611,0.018316308559351884,9.161783130250779,1.8407487168339607e-102,0.12767911478160923,0.12767911478160923,7.970788593557473,4.021597672778196e-101,TRUE,Clade_A
VFG015170(gb|WP_011666674),8487,2421,253,418,8740,2839,0.9710526315789474,0.852765058119056,5.790688942276666,3.4391172276193395e-102,0.11828757345989138,0.11828757345989138,1.1387106241440033,7.442768792602608e-101,TRUE,Clade_A
VFG014106(gb|NP_251842),1274,52,7466,2787,8740,2839,0.14576659038901602,0.018316308559351884,9.144973383861515,5.100222825329719e-102,0.12745028182966414,0.12745028182966414,7.958295194508009,1.0934496412435865e-100,TRUE,Clade_A
VFG014102(gb|NP_251846),1272,52,7468,2787,8740,2839,0.14553775743707092,0.018316308559351884,9.128172640663701,8.205032625887985e-102,0.12722144887771905,0.12722144887771905,7.945801795458546,1.7268206278703704e-100,TRUE,Clade_A
VFG014107(gb|NP_251841),1272,52,7468,2787,8740,2839,0.14553775743707092,0.018316308559351884,9.128172640663701,8.205032625887985e-102,0.12722144887771905,0.12722144887771905,7.945801795458546,1.7268206278703704e-100,TRUE,Clade_A
VFG014116(gb|NP_251832),1235,50,7505,2789,8740,2839,0.14130434782608695,0.017611835153222965,9.178275792175942,3.848681442096967e-99,0.12369251267286398,0.12369251267286398,8.023260869565217,8.026250207427674e-98,TRUE,Clade_A
VFG000150(gb|NP_250881),8456,2421,284,418,8740,2839,0.9675057208237986,0.852765058119056,5.139836104777117,6.217940824494325e-93,0.11474066270474259,0.11474066270474259,1.134551318223364,1.2622970133973435e-91,TRUE,Clade_A
VFG019980(gb|WP_003115517),8456,2421,284,418,8740,2839,0.9675057208237986,0.852765058119056,5.139836104777117,6.217940824494325e-93,0.11474066270474259,0.11474066270474259,1.134551318223364,1.2622970133973435e-91,TRUE,Clade_A
VFG014656(gb|WP_003151922),5718,1243,3022,1596,8740,2839,0.654233409610984,0.4378302219091229,2.429276573190865,2.0498496310355867e-91,0.21640318770186107,0.21640318770186107,1.494262791541097,4.1248728540312595e-90,TRUE,Clade_A
VFG030676(gb|WP_011724098),724,5,8016,2834,8740,2839,0.082837528604119,0.0017611835153222965,51.18681666117049,4.7207232822673276e-83,0.0810763450887967,0.0810763450887967,47.03514874141877,9.177406109763771e-82,TRUE,Clade_A
VFG015906(gb|WP_011267825),5202,1114,3538,1725,8740,2839,0.5951945080091533,0.3923916872138077,2.2766008714866133,3.6386290671169706e-79,0.20280282079534562,0.20280282079534562,1.516837709369826,6.898359570220107e-78,TRUE,Clade_A
VFG042696(gb|NP_250821),8663,2619,77,220,8740,2839,0.9911899313501145,0.9225079253258189,9.450719014282702,3.99958251692458e-74,0.06868200602429553,0.06868200602429553,1.0744513994283982,7.168001792050771e-73,TRUE,Clade_A
VFG014115(gb|YP_008719764),1348,106,7392,2733,8740,2839,0.15423340961098397,0.03733709052483269,4.700799317462293,2.0530188881242888e-73,0.11689631908615128,0.11689631908615128,4.130836319675316,3.6227887148900913e-72,TRUE,Clade_A
VFG022392(gb|WP_013829148),539,0,8201,2839,8740,2839,0.06167048054919908,0,Inf,3.839833293579214e-68,0.06167048054919908,0.06167048054919908,Inf,6.524872278126458e-67,TRUE,Clade_A
VFG001220(gb|NP_253729),7039,1822,1701,1017,8740,2839,0.8053775743707093,0.6417752729834448,2.3096392021810197,3.53498947977389e-67,0.1636023013872645,0.1636023013872645,1.2549214783965115,5.876279613479206e-66,TRUE,Clade_A
VFG019743(gb|WP_012614629),7463,1997,1277,842,8740,2839,0.8538901601830664,0.7034166960197252,2.4636900051492616,5.833977089989021e-67,0.15047346416334118,0.15047346416334118,1.2139179593188412,9.628160751391953e-66,TRUE,Clade_A
VFG001221(gb|NP_253730),7037,1822,1703,1017,8740,2839,0.8051487414187642,0.6417752729834448,2.3062716885449044,5.995757029270106e-67,0.1633734684353194,0.1633734684353194,1.2545649159648034,9.754799024925975e-66,TRUE,Clade_A
VFG019738(gb|WP_003095839),7037,1822,1703,1017,8740,2839,0.8051487414187642,0.6417752729834448,2.3062716885449044,5.995757029270106e-67,0.1633734684353194,0.1633734684353194,1.2545649159648034,9.754799024925975e-66,TRUE,Clade_A
VFG001218(gb|NP_253727),7462,1998,1278,841,8740,2839,0.8537757437070939,0.7037689327227897,2.45760713185628,1.0625613801439181e-66,0.15000681098430413,0.15000681098430413,1.2131478160082279,1.716560426795879e-65,TRUE,Clade_A
VFG001219(gb|NP_253728),7032,1822,1708,1017,8740,2839,0.8045766590389016,0.6417752729834448,2.297887409786617,1.8379622672579625e-66,0.1628013860554568,0.1628013860554568,1.2536735098855334,2.948451357405431e-65,TRUE,Clade_A
VFG001211(gb|NP_253245),6983,1814,1757,1025,8740,2839,0.7989702517162471,0.6389573793589292,2.2455527346906434,1.4258806310475963e-63,0.16001287235731798,0.16001287235731798,1.2504280841358466,2.2403905257693053e-62,TRUE,Clade_A
VFG019754(gb|WP_012614546),6983,1814,1757,1025,8740,2839,0.7989702517162471,0.6389573793589292,2.2455527346906434,1.4258806310475963e-63,0.16001287235731798,0.16001287235731798,1.2504280841358466,2.2403905257693053e-62,TRUE,Clade_A
VFG001216(gb|NP_253240),6991,1818,1749,1021,8740,2839,0.7998855835240275,0.640366326171187,2.2446455150004594,2.2457857003503972e-63,0.15951925735284045,0.15951925735284045,1.2491062550190946,3.50464788884613e-62,TRUE,Clade_A
VFG019756(gb|WP_003161431),6990,1819,1750,1020,8740,2839,0.799771167048055,0.6407185628742516,2.2396137692782743,5.287408832975339e-63,0.1590526041738034,0.1590526041738034,1.2482409803460295,8.195483691111775e-62,TRUE,Clade_A
VFG019747(gb|WP_003119423),6994,1821,1746,1018,8740,2839,0.8002288329519451,0.6414230362803804,2.239163247086339,6.626087471885655e-63,0.1588057966715647,0.1588057966715647,1.2475835566999298,1.0201506483560867e-61,TRUE,Clade_A
VFG001215(gb|NP_253239),6987,1819,1753,1020,8740,2839,0.7994279176201373,0.6407185628742516,2.2348220430365044,9.563876917660282e-63,0.15870935474588577,0.15870935474588577,1.2477052546033918,1.4626355766075124e-61,TRUE,Clade_A
VFG001207(gb|NP_253241),6993,1821,1747,1018,8740,2839,0.8001144164759726,0.6414230362803804,2.237561758259594,1.022948922201921e-62,0.15869138019559215,0.15869138019559215,1.2474051775811565,1.5540694222060971e-61,TRUE,Clade_A
VFG000159(gb|NP_251076),5375,1237,3365,1602,8740,2839,0.6149885583524027,0.4357168016907362,2.0685330698758864,1.5117925321808468e-62,0.17927175666166656,0.17927175666166656,1.411441000131343,2.2667006985770343e-61,TRUE,Clade_A
VFG020053(gb|WP_003103622),5375,1237,3365,1602,8740,2839,0.6149885583524027,0.4357168016907362,2.0685330698758864,1.5117925321808468e-62,0.17927175666166656,0.17927175666166656,1.411441000131343,2.2667006985770343e-61,TRUE,Clade_A
VFG015963(gb|WP_003114509),5374,1237,3366,1602,8740,2839,0.6148741418764302,0.4357168016907362,2.0675339723080413,1.5930914124928825e-62,0.17915734018569401,0.17915734018569401,1.4111784064569,2.3730855196484887e-61,TRUE,Clade_A
VFG001210(gb|NP_253244),7332,1966,1408,873,8740,2839,0.8389016018306636,0.692497358224727,2.312144870367351,1.056537477955303e-60,0.14640424360593662,0.14640424360593662,1.2114148767025708,1.5536519066855544e-59,TRUE,Clade_A
VFG001212(gb|NP_253246),6958,1817,1782,1022,8740,2839,0.7961098398169336,0.6400140894681225,2.1960404542297374,2.101300967047874e-60,0.15609575034881107,0.15609575034881107,1.243894240638566,3.070308546756575e-59,TRUE,Clade_A
VFG019733(gb|WP_003094721),6952,1817,1788,1022,8740,2839,0.7954233409610983,0.6400140894681225,2.186785122129545,8.7994704303542e-60,0.1554092514929758,0.1554092514929758,1.2428216097900706,1.2775939979261097e-58,TRUE,Clade_A
VFG043480(gb|NP_251450),8703,2688,37,151,8740,2839,0.995766590389016,0.9468122578372666,13.209230932038471,3.5441345084110555e-59,0.04895433255174941,0.04895433255174941,1.0517043713223275,5.113361359933938e-58,TRUE,Clade_A
VFG051594(gb|WP_012074520.1),6590,1694,2150,1145,8740,2839,0.7540045766590389,0.5966889749911941,2.0716284696435565,4.224188945134731e-56,0.15731560166784475,0.15731560166784475,1.2636475756405026,6.018813316856567e-55,TRUE,Clade_A
VFG044086(gb|NP_251077),4977,1135,3763,1704,8740,2839,0.5694508009153318,0.3997886579781613,1.985575233339323,9.075669041876098e-56,0.16966214293717052,0.16966214293717052,1.4243795804393191,1.2772751400039122e-54,TRUE,Clade_A
VFG044087(gb|NP_251078),5154,1211,3586,1628,8740,2839,0.5897025171624714,0.42655864741106025,1.9320822025520596,7.776020484879753e-52,0.1631438697514111,0.1631438697514111,1.3824652735130107,1.0431690638780207e-50,TRUE,Clade_A
VFG001209(gb|NP_253243),6868,1820,1872,1019,8740,2839,0.785812356979405,0.6410707995773159,2.0539965201793837,2.38517145962579e-51,0.14474155740208905,0.14474155740208905,1.2257809238816104,3.1811530978962573e-50,TRUE,Clade_A
VFG016087(gb|NP_251117),4904,1135,3836,1704,8740,2839,0.5610983981693364,0.3997886579781613,1.919229689713116,1.4272806919889708e-50,0.16130974019117506,0.16130974019117506,1.4034875351566043,1.8603306292174423e-49,TRUE,Clade_A
VFG016089(gb|WP_003139215),4904,1135,3836,1704,8740,2839,0.5610983981693364,0.3997886579781613,1.919229689713116,1.4272806919889708e-50,0.16130974019117506,0.16130974019117506,1.4034875351566043,1.8603306292174423e-49,TRUE,Clade_A
VFG020080(gb|WP_012614120),4904,1135,3836,1704,8740,2839,0.5610983981693364,0.3997886579781613,1.919229689713116,1.4272806919889708e-50,0.16130974019117506,0.16130974019117506,1.4034875351566043,1.8603306292174423e-49,TRUE,Clade_A
VFG013871(gb|WP_012077721),6709,1819,2031,1020,8740,2839,0.7676201372997712,0.6407185628742516,1.852251164285295,6.005750602752053e-39,0.12690157442551964,0.12690157442551964,1.198061335785624,7.447130747412546e-38,TRUE,Clade_A
VFG016066(gb|WP_011533065),8094,2383,646,456,8740,2839,0.9260869565217391,0.8393800634026065,2.3973611092071216,1.297570227720354e-38,0.0867068931191326,0.0867068931191326,1.1032987283110438,1.6003366141884367e-37,TRUE,Clade_A
VFG000190(gb|NP_250386),7970,2328,770,511,8740,2839,0.9118993135011442,0.8200070447340613,2.271805481518876,2.8790810759100575e-38,0.0918922687670829,0.0918922687670829,1.1120627796519538,3.531878068522819e-37,TRUE,Clade_A
VFG015850(gb|WP_012076980),8737,2771,3,68,8740,2839,0.9996567505720824,0.9760479041916168,71.44408448622342,4.2088751899238255e-38,0.023608846380465565,0.023608846380465565,1.0241882045738513,5.135723237066625e-37,TRUE,Clade_A
VFG051834(gb|WP_003104959.1),8565,2631,175,208,8740,2839,0.9799771167048055,0.9267347657625925,3.868418124487536,7.358210817998504e-37,0.05324235094221297,0.05324235094221297,1.057451552385003,8.837557914391921e-36,TRUE,Clade_A
VFG051485(gb|NP_248783.1),8565,2632,175,207,8740,2839,0.9799771167048055,0.9270870024656569,3.848373995949959,1.4566519864191123e-36,0.05289011423914858,0.05289011423914858,1.0570497850778657,1.7313780605416805e-35,TRUE,Clade_A
VFG050294(gb|NP_248789),4744,1155,3996,1684,8740,2839,0.54279176201373,0.4068333920394505,1.7308089847745036,1.9204772350534328e-36,0.1359583699742795,0.1359583699742795,1.3341868505255234,2.2709148336147295e-35,TRUE,Clade_A
VFG001208(gb|NP_253242),6283,1689,2457,1150,8740,2839,0.7188787185354691,0.5949277914758718,1.741098311673387,3.3751051516920387e-34,0.12395092705959732,0.12395092705959732,1.208346170469033,3.890699104513335e-33,TRUE,Clade_A
VFG019749(gb|WP_003119422),6283,1689,2457,1150,8740,2839,0.7188787185354691,0.5949277914758718,1.741098311673387,3.3751051516920387e-34,0.12395092705959732,0.12395092705959732,1.208346170469033,3.890699104513335e-33,TRUE,Clade_A
VFG014132(gb|WP_012075036),256,2,8484,2837,8740,2839,0.029290617848970253,7.044734061289186e-4,42.797570907933334,6.772666619802651e-29,0.028586144442841334,0.028586144442841334,41.57803203661327,7.7296006098643195e-28,TRUE,Clade_A
VFG014127(gb|WP_012075032),253,2,8487,2837,8740,2839,0.02894736842105263,7.044734061289186e-4,42.281089642654244,1.7869739479063777e-28,0.028242895014923712,0.028242895014923712,41.09078947368421,2.0226906395750524e-27,TRUE,Clade_A
