Accession,genome_count_A,genome_count_B,absent_count_A,absent_count_B,total_genomes_A,total_genomes_B,freq_A,freq_B,odds_ratio_A_vs_B,p_value,freq_difference_A_minus_B,absolute_freq_difference,freq_ratio,fdr_bh,significant_fdr,enriched_clade
VFG019817(gb|WP_003082190),3599,450,5141,2389,8740,2839,0.4117848970251716,0.1585065163790067,3.7161531378020567,2.8557969400289935e-146,0.2532783806461649,0.2532783806461649,2.5979051614543605,1.1698568179333055e-144,TRUE,Clade_A
VFG001246(gb|NP_249783),3603,451,5137,2388,8740,2839,0.4122425629290618,0.15885875308207115,3.71336982036518,3.224571046587668e-146,0.25338380984699066,0.25338380984699066,2.5950258007884845,1.2753734449779501e-144,TRUE,Clade_A
VFG014293(gb|WP_003082185),3603,451,5137,2388,8740,2839,0.4122425629290618,0.15885875308207115,3.71336982036518,3.224571046587668e-146,0.25338380984699066,0.25338380984699066,2.5950258007884845,1.2753734449779501e-144,TRUE,Clade_A
VFG020317(gb|WP_012614130),2313,169,6427,2670,8740,2839,0.2646453089244851,0.059528002817893624,5.685142573188596,1.578724277641799e-143,0.2051173061065915,0.2051173061065915,4.445728000216646,6.138294055780148e-142,TRUE,Clade_A
VFG001245(gb|NP_249778),3562,449,5178,2390,8740,2839,0.4075514874141876,0.15815427967594223,3.661337105769363,1.749525670851275e-142,0.2493972077382454,0.2493972077382454,2.5769235473694403,6.579363752348892e-141,TRUE,Clade_A
VFG019811(gb|WP_003112506),3562,449,5178,2390,8740,2839,0.4075514874141876,0.15815427967594223,3.661337105769363,1.749525670851275e-142,0.2493972077382454,0.2493972077382454,2.5769235473694403,6.579363752348892e-141,TRUE,Clade_A
VFG020063(gb|WP_012614135),2131,137,6609,2702,8740,2839,0.24382151029748284,0.04825642831983093,6.3583942486151255,1.8404135302198094e-142,0.1955650819776519,0.1955650819776519,5.05262239222302,6.809530061813295e-141,TRUE,Clade_A
VFG014280(gb|WP_003111492),3561,449,5179,2390,8740,2839,0.40743707093821513,0.15815427967594223,3.6596026024326807,2.815071389800699e-142,0.2492827912622729,0.2492827912622729,2.5762000988721443,1.0250434552702862e-140,TRUE,Clade_A
VFG001244(gb|NP_249777),3564,451,5176,2388,8740,2839,0.4077803203661327,0.15885875308207115,3.6455042267124433,1.1386086989960825e-141,0.24892156728406156,0.24892156728406156,2.5669364290896914,3.7313833649957335e-140,TRUE,Clade_A
VFG014267(gb|WP_003140599),3564,451,5176,2388,8740,2839,0.4077803203661327,0.15885875308207115,3.6455042267124433,1.1386086989960825e-141,0.24892156728406156,0.24892156728406156,2.5669364290896914,3.7313833649957335e-140,TRUE,Clade_A
VFG019809(gb|WP_003112507),3564,451,5176,2388,8740,2839,0.4077803203661327,0.15885875308207115,3.6455042267124433,1.1386086989960825e-141,0.24892156728406156,0.24892156728406156,2.5669364290896914,3.7313833649957335e-140,TRUE,Clade_A
VFG014304(gb|NP_249784),3346,417,5394,2422,8740,2839,0.382837528604119,0.14688270517787955,3.602689624562575,1.2480654872235263e-132,0.23595482342623947,0.23595482342623947,2.6064166515757643,3.5346447255441596e-131,TRUE,Clade_A
VFG014306(gb|WP_003082188),3346,417,5394,2422,8740,2839,0.382837528604119,0.14688270517787955,3.602689624562575,1.2480654872235263e-132,0.23595482342623947,0.23595482342623947,2.6064166515757643,3.5346447255441596e-131,TRUE,Clade_A
VFG019815(gb|WP_003082188),3346,417,5394,2422,8740,2839,0.382837528604119,0.14688270517787955,3.602689624562575,1.2480654872235263e-132,0.23595482342623947,0.23595482342623947,2.6064166515757643,3.5346447255441596e-131,TRUE,Clade_A
VFG014332(gb|WP_003082192),3345,417,5395,2422,8740,2839,0.38272311212814647,0.14688270517787955,3.6009459698612654,1.3166039968063886e-132,0.23584040695026692,0.23584040695026692,2.605637686647021,3.6389030947877774e-131,TRUE,Clade_A
VFG019819(gb|WP_003082192),3345,417,5395,2422,8740,2839,0.38272311212814647,0.14688270517787955,3.6009459698612654,1.3166039968063886e-132,0.23584040695026692,0.23584040695026692,2.605637686647021,3.6389030947877774e-131,TRUE,Clade_A
